file,K_percent,U_ppm,Th_ppm,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000494.spc,28.264,75.075,71.024,3.7687,1.6872,0.4839,0.3633
spect_000495.spc,102.960,64.852,2919.823,11.3241,0.0000,25.9079,-4.6732
spect_000496.spc,15.151,8.399,101.326,2.0728,0.0957,0.8571,0.0916
spect_000497.spc,362.182,87.027,1052.915,51.6917,0.0000,8.2590,-2.0036
spect_000498.spc,313.970,76.809,1002.046,44.6959,0.0000,7.9624,-2.9184
spect_000499.spc,269.843,67.802,978.039,38.2638,0.0000,7.8936,-3.2195
spect_000500.spc,184.367,111.882,75.696,26.6007,1.8393,0.0000,0.2417
spect_000501.spc,221.022,94.254,3330.555,28.0874,0.0000,29.2070,-1.0261
spect_000502.spc,288.570,101.750,2956.300,38.4620,0.0000,25.6170,-1.6155
spect_000503.spc,263.058,93.847,2766.280,34.9699,0.0000,23.9937,-1.4272
spect_000504.spc,234.285,104.272,3815.366,29.4064,0.0000,33.5216,-5.2307
spect_000505.spc,479.280,96.556,177.719,69.9679,0.0000,0.0000,-0.0220
spect_000506.spc,465.405,93.760,172.574,67.9423,0.0000,0.0000,-0.1718
spect_000507.spc,27.611,53.531,3143.963,0.0000,0.0000,28.1742,-0.0250
spect_000508.spc,202.879,156.444,86.566,29.1316,2.8442,0.0000,0.2420
spect_000509.spc,166.756,237.401,897.598,22.4890,4.7079,7.3454,0.2020
spect_000510.spc,15.331,29.724,1745.713,0.0000,0.0000,15.6440,-3.1179
spect_000511.spc,285.673,97.993,2747.894,38.3058,0.0000,23.7530,-5.3266
spect_000512.spc,25.336,28.204,1518.462,1.7576,0.0000,13.5675,0.1422
spect_000513.spc,437.710,124.707,2548.471,60.8301,0.0000,21.4532,-3.7980
spect_000514.spc,271.223,85.660,2127.015,36.9881,0.0000,18.2191,-0.5869
spect_000515.spc,282.484,274.632,270.925,40.1461,5.3035,1.3040,0.3221
spect_000516.spc,46.296,55.090,3006.836,2.9131,0.0000,26.8791,-3.5667
spect_000517.spc,473.849,95.462,175.705,69.1751,0.0000,0.0000,0.2064
spect_000518.spc,172.649,68.190,2246.545,22.3969,0.0000,19.6223,-1.2471
spect_000519.spc,13.570,26.310,1545.226,0.0000,0.0000,13.8474,-0.4622
spect_000520.spc,26.791,24.566,1262.194,2.3004,0.0000,11.2586,-1.5264
spect_000521.spc,156.876,221.310,717.823,21.3197,4.4268,5.7721,0.2256
spect_000522.spc,323.438,106.619,2828.397,43.7334,0.0000,24.3509,-1.5973
spect_000523.spc,126.881,52.627,1815.186,16.2485,0.0000,15.8967,-4.9513
spect_000524.spc,288.363,151.955,213.789,41.5828,2.2731,0.8793,0.3417
spect_000525.spc,249.473,65.863,1111.895,35.1082,0.0000,9.1650,-0.4241
spect_000526.spc,365.254,76.590,331.824,53.0691,0.0000,1.7656,-0.5011
spect_000527.spc,316.342,397.077,150.001,44.7802,8.2036,0.0000,0.2553
spect_000528.spc,437.662,94.133,551.755,63.3913,0.0000,3.5016,-1.3871
spect_000529.spc,425.642,105.778,1466.230,60.4545,0.0000,11.7634,-1.6906
spect_000530.spc,147.675,81.575,3440.370,17.2036,0.0000,30.4389,-1.7655
spect_000531.spc,65.018,61.266,3170.846,5.4442,0.0000,28.2912,-0.0829
spect_000532.spc,158.777,47.609,1079.423,21.8664,0.0000,9.1754,-3.5414
spect_000533.spc,22.380,15.895,752.148,2.3103,0.0000,6.6877,-0.4556
spect_000534.spc,83.004,42.796,1734.177,9.9263,0.0000,15.3147,-5.0760
spect_000535.spc,250.503,84.945,2345.352,33.6725,0.0000,20.2511,-0.9175
spect_000536.spc,415.431,133.436,3403.698,56.4670,0.0000,29.2165,-2.5342
spect_000537.spc,98.901,59.215,2603.473,11.1366,0.0000,23.0772,-0.8701
spect_000538.spc,343.858,109.598,2761.834,46.8099,0.0000,23.6844,-5.6577
spect_000539.spc,214.643,95.634,3502.308,26.9322,0.0000,30.7725,-3.0529
spect_000540.spc,227.066,100.702,3674.460,28.5304,0.0000,32.2788,-5.2728
spect_000541.spc,488.562,98.426,181.160,71.3230,0.0000,0.0000,0.1087
spect_000542.spc,66.790,40.362,1782.505,7.4894,0.0000,15.8032,0.0833
spect_000543.spc,211.255,59.598,1191.464,29.4084,0.0000,10.0078,-0.0581
spect_000544.spc,201.990,59.404,1297.290,27.9152,0.0000,10.9901,-0.5542
spect_000545.spc,232.236,332.606,114.152,32.7016,7.0340,0.0000,0.1956
spect_000546.spc,366.333,85.578,905.170,52.4897,0.0000,6.9168,-0.3936
spect_000547.spc,150.627,56.093,1737.943,19.8258,0.0000,15.1231,-4.1217
spect_000548.spc,43.898,28.176,1279.241,4.7839,0.0000,11.3549,-0.3366
spect_000549.spc,303.956,111.551,3399.798,40.1451,0.0000,29.5531,-2.5284
spect_000550.spc,102.381,71.154,3338.900,10.7004,0.0000,29.6776,-2.4439
spect_000551.spc,53.033,50.813,2641.245,4.3700,0.0000,23.5697,-1.9379
spect_000552.spc,320.388,88.700,1696.821,44.7422,0.0000,14.1874,-2.6104
spect_000553.spc,160.478,47.272,1035.662,22.1719,0.0000,8.7763,-3.5949
spect_000554.spc,166.093,54.655,1446.157,22.4662,0.0000,12.4482,0.0041
spect_000555.spc,182.424,69.711,2220.854,23.8617,0.0000,19.3588,-0.1390
spect_000556.spc,353.106,106.920,2468.628,48.5414,0.0000,21.0174,-3.8011
spect_000557.spc,37.284,71.197,4174.362,0.0914,0.0000,37.4059,-3.3740
spect_000558.spc,36.966,44.404,2428.063,2.2911,0.0000,21.7066,-0.3161
spect_000559.spc,96.097,23.483,304.995,13.6823,0.0000,2.4217,-1.2335
spect_000560.spc,343.439,109.309,2748.313,46.7659,0.0000,23.5642,-5.3338
spect_000561.spc,145.772,47.469,1236.610,19.7596,0.0000,10.6320,-0.4631
spect_000562.spc,401.118,155.685,156.081,58.2427,1.8427,0.0000,0.1810
spect_000563.spc,264.949,101.134,3218.145,34.6657,0.0000,28.0499,-2.0535
spect_000564.spc,374.903,115.479,2748.955,51.3734,0.0000,23.4651,-3.9012
spect_000565.spc,181.486,50.502,977.968,25.3230,0.0000,8.1875,-3.8910
spect_000566.spc,90.283,50.430,2139.760,10.4708,0.0000,18.9369,-1.9429
spect_000567.spc,467.533,94.189,173.363,68.2530,0.0000,0.0000,0.2749
spect_000568.spc,475.455,120.898,1816.897,67.2993,0.0000,14.7500,-3.5466
spect_000569.spc,293.249,158.443,328.712,42.1352,2.3660,1.8929,0.3041
spect_000570.spc,70.733,32.321,1206.769,8.8074,0.0000,10.6138,-3.2327
spect_000571.spc,124.256,60.132,2339.094,15.1901,0.0000,20.6157,-2.5755
spect_000572.spc,261.713,64.618,874.029,37.2069,0.0000,6.9856,0.1180
spect_000573.spc,276.350,201.581,263.583,39.5501,3.5354,1.3218,0.3190
spect_000574.spc,270.924,67.731,959.552,38.4459,0.0000,7.7238,0.0110
spect_000575.spc,300.739,86.907,1830.979,41.6918,0.0000,15.4591,-0.1777
spect_000576.spc,116.008,163.911,1414.492,14.6832,2.9464,12.2249,0.1501
spect_000577.spc,174.639,60.515,1719.658,23.3661,0.0000,14.8786,-1.6028
spect_000578.spc,213.109,97.089,3616.950,26.5601,0.0000,31.8083,-4.3811
spect_000579.spc,295.368,95.837,2483.048,40.0664,0.0000,21.3395,-1.9115
spect_000580.spc,342.160,86.983,1306.148,48.4335,0.0000,10.6024,-0.1559
spect_000581.spc,48.296,47.032,2454.841,3.9160,0.0000,21.9096,-0.2169
spect_000582.spc,16.315,554.684,112.427,0.0000,13.5500,0.4708,0.5868
spect_000583.spc,85.389,67.170,3295.959,8.2668,0.0000,29.3482,-0.1652
spect_000584.spc,377.080,88.274,943.839,54.0141,0.0000,7.2286,-1.5739
spect_000585.spc,23.325,45.372,92.982,3.1359,0.9706,0.7234,0.2928
spect_000586.spc,320.133,90.434,1813.329,44.5550,0.0000,15.2358,-2.9510
spect_000587.spc,462.450,137.034,3037.386,63.8247,0.0000,25.7664,-3.9676
spect_000588.spc,227.706,62.847,1193.279,31.8156,0.0000,9.9692,-0.3080
spect_000589.spc,306.188,90.130,1971.847,42.3087,0.0000,16.7074,-0.8730
spect_000590.spc,374.683,107.061,2201.844,52.0448,0.0000,18.5469,-3.2602
spect_000591.spc,82.992,57.287,2681.013,8.7067,0.0000,23.8274,-0.7219
spect_000592.spc,78.264,48.559,2171.299,8.6698,0.0000,19.2605,-3.1510
spect_000593.spc,429.512,86.681,169.168,62.6898,0.0000,0.0890,-0.6267
spect_000594.spc,29.495,417.574,444.832,2.0940,9.9817,3.5433,0.4890
spect_000595.spc,179.405,69.425,2240.781,23.3939,0.0000,19.5480,-4.4742
spect_000596.spc,142.525,59.559,2067.996,18.2145,0.0000,18.1175,-1.8517
spect_000597.spc,454.820,125.924,2409.145,63.5152,0.0000,20.1435,-3.7597
spect_000598.spc,269.532,56.338,233.119,39.1765,0.0000,1.1973,-0.8937
spect_000599.spc,11.985,148.076,948.194,0.0000,3.2340,8.3690,0.3404
spect_000600.spc,188.858,67.091,1967.420,25.1300,0.0000,17.0588,-2.9905
spect_000601.spc,15.308,29.678,1743.025,0.0000,0.0000,15.6199,-1.5899
spect_000602.spc,136.100,59.436,2142.089,17.1783,0.0000,18.8051,-0.1452
spect_000603.spc,113.008,227.846,62.022,15.6354,5.0469,0.0000,0.3970
spect_000604.spc,230.763,71.926,1747.286,31.5506,0.0000,14.9399,-1.3367
spect_000605.spc,255.734,75.212,1642.560,35.3426,0.0000,13.9151,-1.1673
spect_000606.spc,117.983,72.422,3222.199,13.1355,0.0000,28.5764,-2.2857
spect_000607.spc,465.970,101.478,669.517,67.3860,0.0000,4.4660,0.0621
spect_000608.spc,13.529,26.230,1540.543,0.0000,0.0000,13.8054,-0.5003
spect_000609.spc,34.355,66.606,3911.896,0.0000,0.0000,35.0560,-2.4060
spect_000610.spc,318.259,72.596,671.989,45.7486,0.0000,4.9806,-0.1215
spect_000611.spc,486.220,138.648,2838.772,67.5615,0.0000,23.9015,-4.9035
spect_000612.spc,176.476,132.354,1264.344,23.9005,1.9335,10.7097,0.0903
spect_000613.spc,264.308,53.247,98.006,38.5851,0.0000,0.0000,0.0676
spect_000614.spc,284.863,69.962,927.024,40.5294,0.0000,7.3849,0.0046
spect_000615.spc,19.088,37.008,2173.533,0.0000,0.0000,19.4778,0.1298
spect_000616.spc,45.440,67.878,3853.197,1.6991,0.0000,34.4913,-0.5281
spect_000617.spc,224.741,85.748,2727.313,29.4081,0.0000,23.7711,-3.7078
spect_000618.spc,290.945,58.614,107.883,42.4737,0.0000,0.0000,0.1156
spect_000619.spc,285.663,64.839,582.113,41.0902,0.0000,4.2812,-0.0329
spect_000620.spc,148.109,57.994,627.738,20.8058,0.4778,5.1329,0.0755
spect_000621.spc,201.139,47.738,546.015,28.7569,0.0000,4.2385,-1.7935
spect_000622.spc,300.097,106.234,3101.809,39.9632,0.0000,26.8868,-2.8690
spect_000623.spc,420.666,88.884,426.201,61.0635,0.0000,2.4294,-1.1820
spect_000624.spc,242.849,76.888,1916.888,33.1026,0.0000,16.4245,-0.8171
spect_000625.spc,121.870,78.217,3551.062,13.2818,0.0000,31.5201,-4.6311
spect_000626.spc,402.859,131.181,3417.205,54.6082,0.0000,29.3799,-4.2461
spect_000627.spc,432.561,131.274,3043.356,59.4393,0.0000,25.9197,-2.5183
spect_000628.spc,353.353,84.656,1010.952,50.4526,0.0000,7.9111,-2.6969
spect_000629.spc,44.272,211.298,435.031,5.1243,4.8301,3.5905,0.3712
spect_000630.spc,24.307,47.126,2767.777,0.0000,0.0000,24.8031,-1.7392
spect_000631.spc,253.993,87.565,802.416,36.0639,0.6298,6.3449,0.1398
spect_000632.spc,214.536,72.906,2018.889,28.8246,0.0000,17.4359,-1.8603
spect_000633.spc,121.398,69.509,2988.216,13.9366,0.0000,26.4613,-0.5533
spect_000634.spc,447.114,110.027,1469.218,63.5955,0.0000,11.7187,-0.6687
spect_000635.spc,53.163,37.155,1747.328,5.5388,0.0000,15.5324,0.1049
spect_000636.spc,353.150,73.029,254.018,51.3964,0.0000,1.1065,0.0698
spect_000637.spc,247.676,55.556,461.578,35.6815,0.0000,3.3242,-0.0473
spect_000638.spc,15.701,313.272,215.070,0.7697,7.5642,1.6102,0.5228
spect_000639.spc,386.566,88.754,853.908,55.5191,0.0000,6.3885,-0.2182
spect_000640.spc,406.517,81.897,150.738,59.3456,0.0000,0.0000,-0.3279
spect_000641.spc,398.804,104.418,1720.693,56.1965,0.0000,14.1406,-0.7676
spect_000642.spc,444.308,98.553,755.496,64.1026,0.0000,5.3112,0.2520
spect_000643.spc,39.065,32.917,1650.800,3.5982,0.0000,14.7115,0.1352
spect_000644.spc,468.622,107.598,1035.412,67.3037,0.0000,7.7468,-0.3551
spect_000645.spc,157.398,76.746,3000.555,19.1934,0.0000,26.4522,-0.6836
spect_000646.spc,472.598,127.392,2277.694,66.2881,0.0000,18.9024,-4.0427
spect_000647.spc,28.439,20.858,998.865,2.8804,0.0000,8.8856,0.0679
spect_000648.spc,343.319,269.388,146.945,49.2779,4.9275,0.0000,0.3301
spect_000649.spc,262.909,77.805,1720.231,36.2937,0.0000,14.5895,-0.1072
spect_000650.spc,394.853,109.708,2116.806,55.1084,0.0000,17.7151,-4.5566
spect_000651.spc,117.581,33.719,698.923,16.3222,0.0000,5.8918,-0.0219
spect_000652.spc,15.621,125.928,1459.571,0.0000,2.4777,12.9816,0.3155
spect_000653.spc,174.535,37.283,203.267,25.3014,0.0000,1.2456,0.3319
spect_000654.spc,316.781,98.040,2353.103,43.3698,0.0000,20.0999,-3.4997
spect_000655.spc,339.024,77.628,735.131,48.7087,0.0000,5.4791,-1.0751
spect_000656.spc,21.753,27.735,1533.675,1.2133,0.0000,13.7162,0.1674
spect_000657.spc,169.296,76.294,809.719,23.6284,0.7580,6.6883,0.0828
spect_000658.spc,414.756,89.192,521.933,60.0749,0.0000,3.3098,0.0788
spect_000659.spc,422.492,115.490,2140.995,59.1253,0.0000,17.8405,-3.3443
spect_000660.spc,230.209,98.702,3503.622,29.2104,0.0000,30.7324,-1.0517
spect_000661.spc,47.547,168.849,1808.995,4.0986,3.2497,15.9891,0.2348
spect_000662.spc,81.804,59.731,2855.874,8.3079,0.0000,25.4035,-0.0018
spect_000663.spc,363.575,84.127,845.678,52.1623,0.0000,6.3911,0.0828
spect_000664.spc,377.651,86.845,843.222,54.2271,0.0000,6.3221,-0.5265
spect_000665.spc,21.078,40.865,2400.061,0.0000,0.0000,21.5079,0.1687
spect_000666.spc,255.744,115.313,149.658,37.0074,1.5515,0.4373,0.3723
spect_000667.spc,128.051,63.982,2542.023,15.4850,0.0000,22.4276,-0.4828
spect_000668.spc,295.784,86.958,1897.673,40.8803,0.0000,16.0752,-2.1610
spect_000669.spc,123.261,141.474,69.480,17.4890,2.8659,0.1110,0.3573
spect_000670.spc,120.685,201.133,150.536,16.7667,4.3181,0.7963,0.3393
spect_000671.spc,426.446,107.462,1565.957,60.4441,0.0000,12.6573,-0.4926
spect_000672.spc,237.790,92.740,3017.181,30.9465,0.0000,26.3337,-2.4223
spect_000673.spc,102.105,70.913,3326.698,10.6756,0.0000,29.5688,-1.2585
spect_000674.spc,157.333,344.336,308.776,21.3852,7.6111,1.9788,0.3522
spect_000675.spc,440.919,129.851,2843.501,60.9206,0.0000,24.0950,-4.9797
spect_000676.spc,460.714,125.524,2307.662,64.5091,0.0000,19.2115,-3.8616
spect_000677.spc,450.155,110.474,1459.488,64.0535,0.0000,11.6210,-3.1209
spect_000678.spc,17.472,8.004,299.440,2.1738,0.0000,2.6339,0.0572
spect_000679.spc,145.703,65.397,425.259,20.6691,0.7483,3.3108,0.1573
spect_000680.spc,345.150,227.371,143.466,49.7234,3.8843,0.0000,0.3867
spect_000681.spc,407.395,97.050,1129.479,58.2152,0.0000,8.7966,-1.5465
spect_000682.spc,138.751,35.979,575.809,19.5812,0.0000,4.7143,-3.4586
spect_000683.spc,68.423,34.352,1293.021,8.3534,0.0287,11.3960,0.0725
spect_000684.spc,278.801,89.386,2273.491,37.9096,0.0000,19.5107,-0.9314
spect_000685.spc,474.633,97.804,318.718,69.1059,0.0000,1.2832,-0.2798
spect_000686.spc,291.866,100.650,2842.255,39.0916,0.0000,24.5807,-3.0485
spect_000687.spc,304.849,62.337,173.265,44.4260,0.0000,0.5415,-0.1662
spect_000688.spc,34.640,67.160,3944.414,0.0000,0.0000,35.3474,-0.5761
spect_000689.spc,334.691,76.038,686.669,48.1363,0.0000,5.0578,0.1367
spect_000690.spc,130.969,59.303,2199.061,16.3535,0.0000,19.3344,-0.3465
spect_000691.spc,14.326,124.703,1307.806,0.0000,2.5110,11.6203,0.3087
spect_000692.spc,167.973,87.522,3569.265,20.0107,0.0000,31.5300,-0.7679
spect_000693.spc,436.398,129.416,2872.888,60.2206,0.0000,24.3743,-4.3756
spect_000694.spc,286.326,60.869,314.284,41.5318,0.0000,1.8711,0.1970
spect_000695.spc,325.175,96.807,2165.190,44.8410,0.0000,18.3824,-0.6197
spect_000696.spc,23.980,251.799,524.606,1.8612,5.8924,4.4254,0.4300
spect_000697.spc,434.901,87.615,161.262,63.4892,0.0000,0.0000,0.2583
spect_000698.spc,61.748,44.395,2110.499,6.3292,0.0000,18.7689,-2.0091
spect_000699.spc,471.790,95.047,174.941,68.8745,0.0000,0.0000,-0.0752
spect_000700.spc,90.843,66.657,3192.738,9.1984,0.0000,28.4020,-1.8943
spect_000701.spc,39.970,43.887,2355.833,2.8239,0.0000,21.0472,0.1603
spect_000702.spc,37.109,71.945,4225.459,0.0000,0.0000,37.8659,-2.4437
spect_000703.spc,96.241,58.066,2562.450,10.7997,0.0000,22.7173,-2.9010
spect_000704.spc,315.763,100.536,2529.169,42.9943,0.0000,21.6862,-4.2119
spect_000705.spc,165.685,55.548,1509.729,22.3247,0.0000,13.0211,-0.1516
spect_000706.spc,32.799,20.660,930.168,3.6074,0.0000,8.2535,-1.4961
spect_000707.spc,326.014,101.819,647.971,46.8006,0.6919,4.7140,0.2209
spect_000708.spc,89.814,73.343,3642.675,8.4689,0.0000,32.4506,-0.5754
spect_000709.spc,33.024,17.785,739.512,3.8855,0.0000,6.5386,-1.5771
spect_000710.spc,30.154,50.958,2374.848,1.3263,0.2145,21.2432,0.1944
spect_000711.spc,115.536,70.827,3149.279,12.8710,0.0000,27.9289,-2.7579
spect_000712.spc,9.240,45.999,958.417,0.0000,0.7276,8.5599,0.2694
spect_000713.spc,91.710,115.146,1537.696,11.1534,1.8153,13.4541,0.1399
spect_000714.spc,180.506,87.592,3413.559,22.0467,0.0000,30.0884,-3.3787
spect_000715.spc,293.671,111.746,3544.051,38.4532,0.0000,30.8843,-2.6428
spect_000716.spc,382.451,106.281,2051.550,53.3759,0.0000,17.1698,-2.9086
spect_000717.spc,320.208,110.357,3113.894,42.8931,0.0000,26.9284,-2.3926
spect_000718.spc,250.893,83.160,2223.713,33.8862,0.0000,19.1562,-0.8517
spect_000719.spc,151.798,251.589,77.968,21.2313,5.4389,0.0000,0.3566
spect_000720.spc,305.218,112.492,3445.155,40.2715,0.0000,29.9567,-5.8795
spect_000721.spc,402.524,142.943,155.325,58.5027,1.5221,0.0000,0.4418
spect_000722.spc,458.746,130.865,2681.725,63.7396,0.0000,22.5811,-4.3627
spect_000723.spc,189.545,107.751,257.496,27.1576,1.6439,1.6242,0.2831
spect_000724.spc,195.359,94.164,3652.899,23.9141,0.0000,32.1907,-0.9395
spect_000725.spc,438.825,88.406,162.718,64.0621,0.0000,0.0000,0.1725
spect_000726.spc,300.682,89.642,2010.369,41.4528,0.0000,17.0721,-0.5042
spect_000727.spc,235.153,47.374,87.195,34.3289,0.0000,0.0000,-0.0578
spect_000728.spc,425.107,94.179,715.364,61.3420,0.0000,5.0144,0.1812
spect_000729.spc,171.961,69.441,2337.033,22.1798,0.0000,20.4382,-1.2910
spect_000730.spc,432.069,363.722,187.354,61.9128,6.8090,0.0000,0.1322
spect_000731.spc,400.166,99.308,1369.416,56.8478,0.0000,10.9779,-0.0389
spect_000732.spc,26.714,24.588,417.561,3.3225,0.3196,3.6536,0.1083
spect_000733.spc,387.266,78.280,160.703,56.5131,0.0000,0.1538,0.0657
spect_000734.spc,17.333,205.749,1399.255,0.0000,4.4595,12.3626,0.3586
spect_000735.spc,14.015,27.172,1595.847,0.0000,0.0000,14.3010,0.0473
spect_000736.spc,327.398,325.580,146.869,46.7040,6.3892,0.0000,0.3708
spect_000737.spc,250.249,175.963,298.791,35.7679,3.0166,1.7439,0.3007
spect_000738.spc,46.767,60.500,3354.227,2.5352,0.0000,30.0008,-1.0866
spect_000739.spc,389.429,78.702,160.565,56.8302,0.0000,0.1453,0.0108
spect_000740.spc,33.552,65.051,3820.519,0.0000,0.0000,34.2371,-0.3287
spect_000741.spc,175.755,52.504,1182.036,24.2211,0.0000,10.0414,-0.6477
spect_000742.spc,359.137,329.987,158.443,51.3458,6.3403,0.0000,0.3316
spect_000743.spc,344.721,97.434,1956.133,47.9726,0.0000,16.4377,-2.0936
spect_000744.spc,150.779,76.934,3097.507,18.0993,0.0000,27.3460,-3.8265
spect_000745.spc,299.860,85.175,1729.063,41.6942,0.0000,14.5457,-0.5624
spect_000746.spc,258.657,56.689,395.125,37.3753,0.0000,2.6901,-1.5198
spect_000747.spc,482.644,110.815,1066.258,69.3177,0.0000,7.9773,-1.9064
spect_000748.spc,389.157,109.431,2171.514,54.2038,0.0000,18.2260,-3.9951
spect_000749.spc,380.542,120.683,3016.804,51.8547,0.0000,25.8544,-1.2570
spect_000750.spc,225.176,89.909,2993.594,29.1293,0.0000,26.1637,-2.3010
spect_000751.spc,134.200,33.598,478.470,19.0398,0.0000,3.8544,-1.3262
spect_000752.spc,306.238,61.695,113.554,44.7063,0.0000,0.0000,0.1557
spect_000753.spc,412.265,83.055,152.869,60.1847,0.0000,0.0000,-0.1821
spect_000754.spc,29.780,57.736,3390.928,0.0000,0.0000,30.3874,-2.2692
spect_000755.spc,214.530,77.336,2308.338,28.4514,0.0000,20.0383,-1.1395
spect_000756.spc,461.868,116.626,1711.567,65.4448,0.0000,13.8483,-2.6936
spect_000757.spc,83.350,115.914,1380.302,10.1118,1.9340,12.0626,0.1426
spect_000758.spc,222.927,98.399,3576.986,28.0494,0.0000,31.4163,-4.0897
spect_000759.spc,312.699,74.171,845.955,44.7105,0.0000,6.5632,-0.5302
spect_000760.spc,232.465,83.873,100.455,33.7678,0.9075,0.0956,0.4018
spect_000761.spc,251.257,85.522,2373.402,33.7470,0.0000,20.5008,-3.1705
spect_000762.spc,113.730,59.287,2418.482,13.5464,0.0000,21.3646,-1.0830
spect_000763.spc,39.414,185.484,1579.951,3.1133,3.7853,13.9377,0.2731
spect_000764.spc,20.644,40.024,2350.685,0.0000,0.0000,21.0654,-0.1241
spect_000765.spc,434.080,91.128,401.240,63.0602,0.0000,2.1603,-0.5420
spect_000766.spc,114.160,62.726,2637.641,13.3275,0.0000,23.3335,-0.1075
spect_000767.spc,23.825,46.191,2712.846,0.0000,0.0000,24.3108,-0.3506
spect_000768.spc,28.416,55.093,3235.686,0.0000,0.0000,28.9962,0.1029
spect_000769.spc,207.696,41.842,77.014,30.3205,0.0000,0.0000,-0.5949
spect_000770.spc,11.550,149.066,537.008,0.4351,3.4157,4.6671,0.3779
spect_000771.spc,14.052,55.745,1504.941,0.0000,0.7384,13.4571,0.2665
spect_000772.spc,102.334,38.440,1202.362,13.4415,0.0000,10.4689,-0.3620
spect_000773.spc,140.551,34.122,431.463,20.0304,0.0000,3.4106,0.0992
spect_000774.spc,46.037,42.520,2188.949,3.9271,0.0000,19.5266,-3.5069
spect_000775.spc,78.227,40.441,1641.429,9.3460,0.0000,14.4967,-0.0697
spect_000776.spc,100.412,45.588,1693.902,12.5278,0.0000,14.8945,-0.3921
spect_000777.spc,58.549,366.693,729.675,6.2318,8.4800,6.0612,0.3971
spect_000778.spc,26.514,51.405,3019.107,0.0000,0.0000,27.0554,-1.9392
spect_000779.spc,21.847,42.356,2487.619,0.0000,0.0000,22.2925,-0.3112
spect_000780.spc,476.476,103.288,653.413,68.9453,0.0000,4.2862,-0.4649
spect_000781.spc,211.786,84.348,2801.550,27.4152,0.0000,24.4817,-2.5720
spect_000782.spc,334.372,77.542,789.017,47.9580,0.0000,5.9791,-1.2078
spect_000783.spc,13.453,340.261,483.488,0.0000,8.1390,4.0103,0.5117
spect_000784.spc,446.296,97.175,166.201,65.1222,0.1788,0.0000,0.2957
spect_000785.spc,426.003,131.878,3166.697,58.3203,0.0000,27.0505,-1.5459
spect_000786.spc,442.171,103.725,1120.739,63.3198,0.0000,8.6021,-1.3389
spect_000787.spc,443.571,102.285,1008.750,63.6690,0.0000,7.5906,-0.1347
spect_000788.spc,215.205,87.794,2982.949,27.6826,0.0000,26.1012,-0.5249
spect_000789.spc,428.917,126.387,2770.734,59.2563,0.0000,23.4808,-3.8771
spect_000790.spc,255.320,73.545,1538.966,35.4153,0.0000,12.9851,-4.7590
spect_000791.spc,149.326,30.083,55.371,21.7994,0.0000,0.0000,0.4325
spect_000792.spc,266.704,103.816,3370.961,34.7262,0.0000,29.4180,-3.6623
spect_000793.spc,308.188,76.053,1026.646,43.8175,0.0000,8.2028,-0.1974
spect_000794.spc,33.963,65.846,3867.246,0.0000,0.0000,34.6558,-0.2325
spect_000795.spc,120.432,64.064,2644.868,14.2369,0.0000,23.3776,-2.8795
spect_000796.spc,371.788,197.637,149.900,53.7597,3.0205,0.0000,0.2439
spect_000797.spc,20.744,175.208,1911.663,0.0000,3.4970,16.9926,0.3071
spect_000798.spc,76.628,73.088,3794.660,6.3423,0.0000,33.8610,-3.5066
spect_000799.spc,263.019,65.333,904.019,37.3595,0.0000,7.2509,-0.3253
spect_000800.spc,330.401,87.127,1465.931,46.5058,0.0000,12.0782,-3.4491
spect_000801.spc,461.300,112.807,1469.390,65.6731,0.0000,11.6729,-1.0821
spect_000802.spc,389.630,79.035,179.769,56.8350,0.0000,0.3173,0.3888
spect_000803.spc,127.485,35.642,697.886,17.7740,0.0000,5.8495,-0.1534
spect_000804.spc,32.365,62.748,3685.285,0.0000,0.0000,33.0252,-0.5035
spect_000805.spc,358.844,100.823,1996.917,49.9886,0.0000,16.7573,-1.0414
spect_000806.spc,407.753,97.622,1162.251,58.2256,0.0000,9.0900,0.0163
spect_000807.spc,215.112,67.747,1674.466,29.3520,0.0000,14.3374,-0.8237
spect_000808.spc,411.735,97.762,1120.472,58.8625,0.0000,8.7011,-0.4575
spect_000809.spc,205.585,77.178,2412.440,27.0074,0.0000,21.0040,-5.1252
spect_000810.spc,20.180,39.125,2297.851,0.0000,0.0000,20.5919,-1.3483
spect_000811.spc,319.147,118.231,3641.885,42.0587,0.0000,31.6790,-4.7759
spect_000812.spc,210.470,134.938,87.121,30.3366,2.2773,0.0000,0.3371
spect_000813.spc,420.719,97.149,965.516,60.3776,0.0000,7.2780,-2.2728
spect_000814.spc,322.933,65.058,119.744,47.1435,0.0000,0.0000,0.4699
spect_000815.spc,83.624,47.817,2054.216,9.6056,0.0000,18.1900,-3.4772
spect_000816.spc,383.035,124.802,3254.005,51.9147,0.0000,27.9787,-2.8603
spect_000817.spc,103.574,345.517,70.253,13.7556,7.9896,0.0000,0.4373
spect_000818.spc,30.380,58.029,3402.361,0.0732,0.0000,30.4882,-0.4489
spect_000819.spc,133.931,36.407,665.410,18.7600,0.0000,5.5360,-1.2289
spect_000820.spc,35.147,68.142,4002.075,0.0000,0.0000,35.8641,-0.3823
spect_000821.spc,435.285,136.406,3343.808,59.4519,0.0000,28.6119,-4.5727
spect_000822.spc,387.553,78.076,143.706,56.5771,0.0000,0.0000,0.1190
