file,K_percent,U_ppm,Th_ppm,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000851.spc,2.825,11.922,50.046,0.3060,0.2613,0.4312,1.0000
spect_000852.spc,3.576,4.790,54.801,0.4399,0.0801,0.4779,1.0000
spect_000853.spc,2.628,8.932,61.641,0.2752,0.1842,0.5388,1.0000
spect_000854.spc,3.138,13.440,40.106,0.3582,0.3010,0.3393,1.0000
spect_000855.spc,2.012,21.648,39.485,0.1595,0.5090,0.3300,1.0000
spect_000856.spc,1.973,16.698,53.245,0.1572,0.3819,0.4584,1.0000
spect_000857.spc,3.088,22.107,17.749,0.3428,0.5233,0.1305,1.0000
spect_000858.spc,1.955,14.131,60.461,0.1562,0.3160,0.5257,1.0000
spect_000859.spc,2.011,8.643,73.946,0.1704,0.1754,0.6518,1.0000
spect_000860.spc,2.373,11.059,60.981,0.2296,0.2381,0.5318,1.0000
spect_000861.spc,2.541,15.549,45.805,0.2546,0.3537,0.3907,1.0000
spect_000862.spc,1.706,10.083,75.803,0.1173,0.2117,0.6682,1.0000
spect_000863.spc,2.661,12.917,50.421,0.2774,0.2865,0.4342,1.0000
spect_000864.spc,1.494,9.605,81.155,0.0814,0.1989,0.7175,1.0000
spect_000865.spc,1.654,14.842,64.298,0.1042,0.3336,0.5606,1.0000
spect_000866.spc,2.936,10.339,51.942,0.3265,0.2211,0.4493,1.0000
spect_000867.spc,3.615,16.287,23.439,0.4372,0.3751,0.1852,1.0000
spect_000868.spc,1.901,14.401,60.926,0.1466,0.3228,0.5299,1.0000
spect_000869.spc,3.564,10.745,39.278,0.4329,0.2328,0.3329,1.0000
spect_000870.spc,2.135,13.542,58.729,0.1872,0.3013,0.5101,1.0000
spect_000871.spc,1.860,3.257,90.938,0.1494,0.0370,0.8101,1.0000
spect_000872.spc,2.705,23.171,22.382,0.2763,0.5496,0.1725,1.0000
spect_000873.spc,2.354,27.957,16.291,0.2126,0.6715,0.1146,1.0000
spect_000874.spc,2.456,20.945,32.986,0.2359,0.4919,0.2707,1.0000
spect_000875.spc,1.465,5.875,91.650,0.0797,0.1032,0.8154,1.0000
spect_000876.spc,2.222,16.389,49.520,0.1997,0.3745,0.4244,1.0000
spect_000877.spc,1.915,15.281,58.075,0.1486,0.3455,0.5034,1.0000
spect_000878.spc,2.408,12.420,56.681,0.2345,0.2731,0.4918,1.0000
spect_000879.spc,1.951,21.388,41.329,0.1494,0.5021,0.3471,1.0000
spect_000880.spc,1.934,15.507,57.323,0.1513,0.3513,0.4963,1.0000
spect_000881.spc,1.339,8.048,88.359,0.0562,0.1586,0.7843,1.0000
spect_000882.spc,5.281,8.619,12.271,0.7275,0.1823,0.0862,1.0000
spect_000883.spc,3.122,12.016,44.170,0.3566,0.2644,0.3772,1.0000
spect_000884.spc,2.320,3.924,80.856,0.2266,0.0550,0.7172,1.0000
spect_000885.spc,3.664,8.128,44.191,0.4523,0.1660,0.3791,1.0000
spect_000886.spc,3.542,8.039,46.770,0.4316,0.1634,0.4028,1.0000
spect_000887.spc,2.897,17.560,33.846,0.3135,0.4061,0.2801,1.0000
spect_000888.spc,2.798,11.022,53.087,0.3021,0.2381,0.4594,1.0000
spect_000889.spc,2.580,5.990,70.365,0.2693,0.1086,0.6201,1.0000
spect_000890.spc,2.451,13.587,52.600,0.2411,0.3032,0.4539,1.0000
spect_000891.spc,1.453,18.215,59.041,0.0674,0.4197,0.5109,1.0000
spect_000892.spc,1.284,14.689,71.612,0.0414,0.3288,0.6278,1.0000
spect_000893.spc,3.122,16.223,32.847,0.3533,0.3724,0.2716,1.0000
spect_000894.spc,2.168,14.575,55.361,0.1920,0.3279,0.4788,1.0000
spect_000895.spc,2.351,6.791,72.626,0.2296,0.1286,0.6405,1.0000
spect_000896.spc,2.610,18.844,35.561,0.2639,0.4384,0.2953,1.0000
spect_000897.spc,2.330,20.760,36.049,0.2143,0.4868,0.2989,1.0000
spect_000898.spc,1.251,5.583,96.561,0.0433,0.0951,0.8606,1.0000
spect_000899.spc,1.883,11.498,68.645,0.1464,0.2484,0.6020,1.0000
spect_000900.spc,2.151,6.904,75.977,0.1955,0.1311,0.6712,1.0000
spect_000901.spc,3.671,14.391,27.550,0.4481,0.3266,0.2237,1.0000
spect_000902.spc,3.316,6.554,54.469,0.3949,0.1250,0.4742,1.0000
spect_000903.spc,2.642,9.661,59.578,0.2767,0.2029,0.5196,1.0000
spect_000904.spc,2.901,12.041,48.085,0.3193,0.2646,0.4132,1.0000
spect_000905.spc,1.277,7.031,92.219,0.0464,0.1323,0.8201,1.0000
spect_000906.spc,3.050,11.480,46.620,0.3452,0.2506,0.4000,1.0000
spect_000907.spc,3.167,9.794,49.374,0.3659,0.2075,0.4259,1.0000
spect_000908.spc,1.890,21.771,41.438,0.1387,0.5118,0.3479,1.0000
spect_000909.spc,3.512,4.304,57.384,0.4294,0.0675,0.5018,1.0000
spect_000910.spc,3.283,3.708,63.250,0.3909,0.0517,0.5559,1.0000
spect_000911.spc,1.769,16.388,58.116,0.1224,0.3734,0.5032,1.0000
spect_000912.spc,2.361,9.984,63.858,0.2287,0.2106,0.5587,1.0000
spect_000913.spc,1.688,20.300,49.129,0.1056,0.4737,0.4191,1.0000
spect_000914.spc,2.298,4.846,78.896,0.2221,0.0786,0.6988,1.0000
spect_000915.spc,2.234,8.530,70.303,0.2081,0.1729,0.6184,1.0000
spect_000916.spc,1.183,22.686,51.935,0.0180,0.5338,0.4439,1.0000
spect_000917.spc,4.044,10.627,30.406,0.5150,0.2309,0.2516,1.0000
spect_000918.spc,2.289,8.054,70.553,0.2179,0.1608,0.6209,1.0000
spect_000919.spc,2.475,13.114,53.449,0.2455,0.2911,0.4619,1.0000
spect_000920.spc,4.855,11.084,13.905,0.6527,0.2445,0.1001,1.0000
spect_000921.spc,1.667,19.783,50.912,0.1024,0.4603,0.4357,1.0000
spect_000922.spc,1.668,9.809,77.345,0.1109,0.2045,0.6825,1.0000
spect_000923.spc,2.512,13.731,51.168,0.2513,0.3070,0.4407,1.0000
spect_000924.spc,2.849,17.744,34.058,0.3054,0.4107,0.2820,1.0000
spect_000925.spc,2.326,11.765,59.946,0.2211,0.2561,0.5220,1.0000
spect_000926.spc,4.063,13.760,21.616,0.5156,0.3114,0.1696,1.0000
spect_000927.spc,2.353,10.096,63.788,0.2272,0.2134,0.5580,1.0000
spect_000928.spc,1.645,22.537,43.965,0.0964,0.5310,0.3708,1.0000
spect_000929.spc,3.083,9.800,50.735,0.3519,0.2075,0.4384,1.0000
spect_000930.spc,1.388,13.592,72.754,0.0598,0.3009,0.6387,1.0000
spect_000931.spc,2.299,9.879,65.431,0.2182,0.2077,0.5732,1.0000
spect_000932.spc,1.096,5.645,99.145,0.0169,0.0964,0.8843,1.0000
spect_000933.spc,4.370,14.767,13.115,0.5672,0.3379,0.0912,1.0000
spect_000934.spc,3.164,10.973,45.941,0.3649,0.2379,0.3940,1.0000
spect_000935.spc,3.047,23.510,14.866,0.3345,0.5591,0.1035,1.0000
spect_000936.spc,1.287,9.843,84.611,0.0458,0.2045,0.7491,1.0000
spect_000937.spc,2.684,20.726,29.456,0.2746,0.4868,0.2384,1.0000
spect_000938.spc,2.284,6.166,75.494,0.2187,0.1125,0.6671,1.0000
spect_000939.spc,1.525,16.758,61.447,0.0809,0.3825,0.5337,0.9999
spect_000940.spc,2.068,18.607,46.641,0.1714,0.4310,0.3970,1.0000
spect_000941.spc,1.798,26.484,30.384,0.1194,0.6326,0.2445,1.0000
spect_000942.spc,5.741,5.276,12.407,0.8087,0.0977,0.0889,1.0000
spect_000943.spc,2.040,11.454,65.871,0.1731,0.2476,0.5765,1.0000
spect_000944.spc,4.079,9.565,32.729,0.5216,0.2037,0.2734,1.0000
spect_000945.spc,3.954,19.032,9.679,0.4927,0.4464,0.0578,1.0000
spect_000946.spc,3.799,14.901,22.834,0.4707,0.3403,0.1804,1.0000
spect_000947.spc,3.578,18.791,17.435,0.4288,0.4393,0.1291,1.0000
spect_000948.spc,1.591,14.202,67.280,0.0940,0.3170,0.5882,1.0000
spect_000949.spc,2.585,11.015,57.115,0.2659,0.2374,0.4964,1.0000
spect_000950.spc,4.265,10.895,25.570,0.5523,0.2383,0.2071,1.0000
spect_000951.spc,1.826,26.123,30.866,0.1244,0.6234,0.2491,1.0000
spect_000952.spc,3.469,6.544,51.869,0.4206,0.1250,0.4503,1.0000
spect_000953.spc,2.671,14.557,45.904,0.2777,0.3286,0.3920,1.0000
spect_000954.spc,2.547,12.778,53.092,0.2579,0.2826,0.4587,1.0000
spect_000955.spc,1.532,18.468,56.848,0.0806,0.4263,0.4907,1.0000
spect_000956.spc,4.388,5.932,35.614,0.5783,0.1116,0.3016,1.0000
spect_000957.spc,2.366,9.993,63.864,0.2295,0.2108,0.5587,1.0000
spect_000958.spc,3.006,21.621,20.705,0.3290,0.5106,0.1578,1.0000
spect_000959.spc,1.969,8.660,74.876,0.1630,0.1757,0.6603,1.0000
spect_000960.spc,3.286,17.119,27.478,0.3804,0.3957,0.2219,1.0000
spect_000961.spc,2.523,14.191,49.446,0.2531,0.3189,0.4247,1.0000
spect_000962.spc,3.188,3.327,66.081,0.3751,0.0417,0.5820,1.0000
spect_000963.spc,2.665,20.742,29.558,0.2716,0.4872,0.2394,1.0000
spect_000964.spc,1.995,20.918,41.570,0.1575,0.4902,0.3495,1.0000
spect_000965.spc,2.860,12.128,48.757,0.3119,0.2667,0.4193,1.0000
spect_000966.spc,1.683,18.467,54.112,0.1063,0.4266,0.4656,1.0000
spect_000967.spc,1.562,4.705,92.570,0.0975,0.0735,0.8244,1.0000
spect_000968.spc,1.820,7.655,80.342,0.1384,0.1496,0.7109,1.0000
spect_000969.spc,2.693,10.136,57.227,0.2851,0.2152,0.4978,1.0000
spect_000970.spc,2.653,12.963,50.431,0.2760,0.2877,0.4343,1.0000
spect_000971.spc,2.078,20.488,41.409,0.1717,0.4793,0.3482,1.0000
spect_000972.spc,4.405,13.259,16.397,0.5745,0.2993,0.1220,1.0000
spect_000973.spc,2.913,6.716,61.862,0.3258,0.1281,0.5419,1.0000
spect_000974.spc,2.324,12.970,56.670,0.2199,0.2871,0.4915,1.0000
spect_000975.spc,2.845,19.437,29.630,0.3034,0.4541,0.2406,1.0000
spect_000976.spc,3.016,17.552,31.527,0.3339,0.4062,0.2588,1.0000
spect_000977.spc,2.950,10.585,50.695,0.3292,0.2275,0.4378,1.0000
spect_000978.spc,3.692,13.740,28.765,0.4525,0.3100,0.2352,1.0000
spect_000979.spc,2.343,14.106,53.190,0.2224,0.3163,0.4591,1.0000
spect_000980.spc,1.854,23.783,36.720,0.1309,0.5634,0.3038,1.0000
spect_000981.spc,2.410,15.963,47.031,0.2322,0.3641,0.4018,1.0000
spect_000982.spc,1.470,14.769,68.076,0.0729,0.3312,0.5953,1.0000
spect_000983.spc,3.096,10.954,47.609,0.3530,0.2371,0.4092,1.0000
spect_000984.spc,1.987,12.582,64.165,0.1627,0.2763,0.5604,1.0000
spect_000985.spc,3.448,18.602,20.354,0.4069,0.4342,0.1559,1.0000
spect_000986.spc,1.240,10.697,83.139,0.0372,0.2263,0.7352,1.0000
spect_000987.spc,1.345,14.452,71.173,0.0520,0.3228,0.6238,1.0000
spect_000988.spc,1.318,29.231,32.047,0.0355,0.7020,0.2586,1.0000
spect_000989.spc,2.661,10.089,57.925,0.2797,0.2140,0.5042,1.0000
spect_000990.spc,1.875,5.435,85.348,0.1494,0.0927,0.7578,1.0000
spect_000991.spc,2.320,8.112,69.684,0.2233,0.1624,0.6129,1.0000
spect_000992.spc,3.174,13.702,38.538,0.3642,0.3079,0.3249,1.0000
spect_000993.spc,1.549,15.947,63.421,0.0854,0.3616,0.5521,1.0000
spect_000994.spc,1.814,12.794,66.883,0.1330,0.2814,0.5852,1.0000
spect_000995.spc,1.361,14.533,70.767,0.0545,0.3249,0.6201,1.0000
spect_000996.spc,2.415,9.304,64.582,0.2386,0.1933,0.5657,1.0000
spect_000997.spc,2.345,2.973,82.669,0.2320,0.0308,0.7343,1.0000
spect_000998.spc,2.987,18.779,28.644,0.3281,0.4376,0.2319,1.0000
spect_000999.spc,3.136,16.132,33.025,0.3556,0.3700,0.2732,1.0000
spect_001000.spc,2.824,16.454,37.985,0.3022,0.3776,0.3186,1.0000
spect_001001.spc,2.916,13.972,42.975,0.3198,0.3141,0.3654,1.0000
spect_001002.spc,1.433,14.366,69.691,0.0671,0.3209,0.6103,1.0000
spect_001003.spc,1.986,14.847,58.100,0.1608,0.3344,0.5038,1.0000
spect_001004.spc,1.287,19.833,58.086,0.0374,0.4607,0.5014,1.0000
spect_001005.spc,2.795,16.120,38.140,0.2990,0.3694,0.3203,0.9999
spect_001006.spc,1.231,13.393,76.012,0.0335,0.2955,0.6687,1.0000
spect_001007.spc,3.377,10.994,42.054,0.4010,0.2388,0.3583,1.0000
spect_001008.spc,3.132,13.502,39.602,0.3576,0.3027,0.3348,1.0000
spect_001009.spc,2.393,11.389,59.510,0.2330,0.2467,0.5182,1.0000
spect_001010.spc,2.261,12.113,60.271,0.2098,0.2649,0.5248,1.0000
spect_001011.spc,1.890,2.802,91.917,0.1544,0.0253,0.8192,1.0000
spect_001012.spc,2.563,9.790,60.569,0.2633,0.2061,0.5286,1.0000
spect_001013.spc,2.507,11.541,57.214,0.2521,0.2508,0.4970,1.0000
spect_001014.spc,2.945,20.482,24.591,0.3199,0.4813,0.1940,1.0000
spect_001015.spc,1.945,21.500,41.121,0.1484,0.5050,0.3451,1.0000
spect_001016.spc,1.271,26.400,40.553,0.0298,0.6292,0.3378,1.0000
spect_001017.spc,1.716,13.885,65.663,0.1157,0.3092,0.5736,1.0000
spect_001018.spc,3.938,5.107,47.034,0.5016,0.0891,0.4065,1.0000
spect_001019.spc,3.876,10.119,34.878,0.4867,0.2175,0.2929,1.0000
spect_001020.spc,2.478,6.601,70.699,0.2515,0.1241,0.6229,1.0000
spect_001021.spc,2.109,12.431,62.005,0.1840,0.2728,0.5407,1.0000
spect_001022.spc,1.590,15.540,63.615,0.0929,0.3513,0.5540,1.0000
spect_001023.spc,1.899,8.849,75.319,0.1514,0.1805,0.6644,1.0000
spect_001024.spc,3.045,20.229,23.909,0.3366,0.4749,0.1878,1.0000
spect_001025.spc,1.364,18.783,59.008,0.0519,0.4341,0.5104,1.0000
spect_001026.spc,2.700,11.098,54.517,0.2856,0.2399,0.4725,1.0000
spect_001027.spc,2.749,13.509,47.341,0.2917,0.3018,0.4056,1.0000
spect_001028.spc,1.554,3.386,96.762,0.0966,0.0394,0.8634,1.0000
spect_001029.spc,3.276,17.249,27.330,0.3785,0.3990,0.2205,1.0000
spect_001030.spc,1.838,9.359,75.275,0.1403,0.1934,0.6637,1.0000
spect_001031.spc,1.664,15.423,62.620,0.1054,0.3485,0.5450,1.0000
spect_001032.spc,2.708,9.919,57.437,0.2879,0.2097,0.4999,1.0000
spect_001033.spc,2.528,3.609,77.648,0.2625,0.0475,0.6880,1.0000
spect_001034.spc,2.855,10.264,53.631,0.3129,0.2190,0.4648,1.0000
spect_001035.spc,2.086,13.035,60.988,0.1794,0.2882,0.5310,1.0000
spect_001036.spc,2.088,16.326,52.229,0.1769,0.3726,0.4493,1.0000
spect_001037.spc,3.126,5.014,62.596,0.3632,0.0849,0.5493,1.0000
spect_001038.spc,3.644,17.245,20.199,0.4415,0.3998,0.1551,1.0000
spect_001039.spc,2.049,12.775,62.040,0.1737,0.2816,0.5409,1.0000
spect_001040.spc,2.525,10.547,59.207,0.2563,0.2254,0.5158,1.0000
spect_001041.spc,3.188,16.508,31.007,0.3642,0.3798,0.2545,1.0000
spect_001042.spc,2.090,25.433,27.796,0.1699,0.6063,0.2212,1.0000
