file,K_percent,U_ppm,Th_ppm,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000511.spc,2.449,5.043,75.232,0.2480,0.0841,0.6652,1.0000
spect_000512.spc,1.482,18.405,57.923,0.0722,0.4246,0.5006,1.0000
spect_000513.spc,2.811,7.021,63.460,0.3077,0.1355,0.5563,1.0000
spect_000514.spc,2.240,15.393,51.688,0.2038,0.3491,0.4447,1.0000
spect_000515.spc,2.650,22.458,25.421,0.2674,0.5311,0.2007,1.0000
spect_000516.spc,1.406,4.726,95.900,0.0703,0.0735,0.8549,1.0000
spect_000517.spc,3.813,13.252,27.756,0.4734,0.2977,0.2262,1.0000
spect_000518.spc,2.013,13.528,61.153,0.1663,0.3006,0.5323,1.0000
spect_000519.spc,1.324,14.501,71.441,0.0483,0.3241,0.6263,1.0000
spect_000520.spc,1.512,11.421,75.799,0.0832,0.2456,0.6676,1.0000
spect_000521.spc,2.173,22.428,34.253,0.1865,0.5294,0.2817,1.0000
spect_000522.spc,2.266,12.897,58.115,0.2099,0.2850,0.5047,1.0000
spect_000523.spc,2.124,5.604,80.065,0.1919,0.0977,0.7093,1.0000
spect_000524.spc,2.877,20.417,26.206,0.3082,0.4794,0.2088,1.0000
spect_000525.spc,2.589,15.261,45.757,0.2630,0.3464,0.3903,1.0000
spect_000526.spc,3.953,8.640,37.513,0.5010,0.1797,0.3176,1.0000
spect_000527.spc,2.988,25.203,11.362,0.3232,0.6025,0.0706,1.0000
spect_000528.spc,4.340,2.634,46.066,0.5719,0.0266,0.3987,1.0000
spect_000529.spc,3.064,10.103,50.544,0.3481,0.2151,0.4365,1.0000
spect_000530.spc,1.753,11.755,70.635,0.1237,0.2546,0.6201,1.0000
spect_000531.spc,1.511,16.592,62.330,0.0785,0.3781,0.5418,1.0000
spect_000532.spc,2.618,8.444,63.003,0.2739,0.1717,0.5516,1.0000
spect_000533.spc,1.593,14.932,64.446,0.0947,0.3360,0.5621,0.9999
spect_000534.spc,1.891,3.989,88.238,0.1542,0.0559,0.7850,1.0000
spect_000535.spc,2.171,14.496,55.537,0.1925,0.3258,0.4804,1.0000
spect_000536.spc,2.380,10.929,61.117,0.2310,0.2348,0.5331,1.0000
spect_000537.spc,1.688,13.923,66.042,0.1109,0.3101,0.5770,1.0000
spect_000538.spc,2.690,2.872,76.725,0.2905,0.0288,0.6798,1.0000
spect_000539.spc,1.960,9.588,72.439,0.1609,0.1995,0.6376,1.0000
spect_000540.spc,2.055,4.467,84.259,0.1813,0.0684,0.7482,1.0000
spect_000541.spc,4.109,13.739,21.110,0.5231,0.3108,0.1650,1.0000
spect_000542.spc,1.655,18.479,54.765,0.1012,0.4268,0.4716,1.0000
spect_000543.spc,2.324,17.678,44.103,0.2161,0.4079,0.3741,1.0000
spect_000544.spc,2.357,15.386,49.453,0.2237,0.3492,0.4242,1.0000
spect_000545.spc,2.970,26.180,8.998,0.3195,0.6275,0.0485,1.0000
spect_000546.spc,3.035,13.682,41.396,0.3404,0.3069,0.3511,1.0000
spect_000547.spc,2.221,8.027,71.651,0.2065,0.1601,0.6310,1.0000
spect_000548.spc,1.640,15.644,62.304,0.1014,0.3541,0.5420,1.0000
spect_000549.spc,2.166,11.027,64.907,0.1946,0.2368,0.5678,1.0000
spect_000550.spc,1.632,9.585,78.712,0.1049,0.1987,0.6951,1.0000
spect_000551.spc,1.494,10.255,79.344,0.0810,0.2156,0.7006,1.0000
spect_000552.spc,2.763,9.682,57.249,0.2972,0.2037,0.4982,1.0000
spect_000553.spc,2.663,8.119,62.840,0.2821,0.1635,0.5502,1.0000
spect_000554.spc,2.069,18.738,46.163,0.1717,0.4344,0.3926,1.0000
spect_000555.spc,1.954,17.335,52.118,0.1532,0.3982,0.4478,1.0000
spect_000556.spc,2.612,7.950,64.610,0.2731,0.1590,0.5665,1.0000
spect_000557.spc,1.287,4.215,99.304,0.0509,0.0602,0.8864,1.0000
spect_000558.spc,1.454,15.259,66.847,0.0700,0.3438,0.5838,1.0000
spect_000559.spc,3.021,11.309,47.089,0.3410,0.2464,0.4045,1.0000
spect_000560.spc,2.642,4.222,74.000,0.2812,0.0634,0.6542,1.0000
spect_000561.spc,2.177,15.860,51.629,0.1927,0.3609,0.4440,0.9999
spect_000562.spc,3.934,19.975,7.431,0.4887,0.4705,0.0368,1.0000
spect_000563.spc,2.089,11.869,63.988,0.1808,0.2583,0.5591,1.0000
spect_000564.spc,2.580,7.846,65.641,0.2676,0.1562,0.5760,1.0000
spect_000565.spc,2.911,6.019,63.729,0.3261,0.1103,0.5593,1.0000
spect_000566.spc,1.753,11.343,71.790,0.1240,0.2440,0.6309,1.0000
spect_000567.spc,3.726,13.954,27.448,0.4581,0.3156,0.2230,1.0000
spect_000568.spc,3.405,3.004,62.612,0.4125,0.0340,0.5504,1.0000
spect_000569.spc,2.787,20.384,27.857,0.2930,0.4785,0.2240,1.0000
spect_000570.spc,1.937,9.149,73.621,0.1577,0.1884,0.6487,1.0000
spect_000571.spc,1.870,10.211,72.395,0.1451,0.2153,0.6369,1.0000
spect_000572.spc,2.536,18.614,37.699,0.2514,0.4323,0.3150,1.0000
spect_000573.spc,2.751,21.394,26.404,0.2855,0.5041,0.2102,1.0000
spect_000574.spc,2.587,17.346,40.068,0.2612,0.3999,0.3373,1.0000
spect_000575.spc,2.318,16.937,46.236,0.2155,0.3888,0.3940,1.0000
spect_000576.spc,1.858,21.031,44.069,0.1338,0.4927,0.3724,1.0000
spect_000577.spc,2.195,12.896,59.418,0.1979,0.2848,0.5167,1.0000
spect_000578.spc,1.988,6.672,79.717,0.1679,0.1248,0.7056,1.0000
spect_000579.spc,2.314,12.154,58.952,0.2190,0.2662,0.5128,1.0000
spect_000580.spc,2.623,16.195,42.639,0.2679,0.3704,0.3613,1.0000
spect_000581.spc,1.505,15.836,64.485,0.0780,0.3587,0.5619,1.0000
spect_000582.spc,1.431,34.410,16.241,0.0504,0.8351,0.1113,1.0000
spect_000583.spc,1.565,16.260,62.306,0.0878,0.3697,0.5417,1.0000
spect_000584.spc,3.408,8.329,48.496,0.4086,0.1705,0.4185,1.0000
spect_000585.spc,2.118,23.707,30.429,0.1779,0.5626,0.2464,0.9999
spect_000586.spc,2.737,9.093,59.400,0.2932,0.1885,0.5182,1.0000
spect_000587.spc,2.695,7.209,65.034,0.2879,0.1401,0.5707,1.0000
spect_000588.spc,2.444,16.104,46.087,0.2377,0.3677,0.3930,1.0000
spect_000589.spc,2.404,14.428,51.494,0.2321,0.3246,0.4433,1.0000
spect_000590.spc,2.734,8.479,60.978,0.2934,0.1728,0.5329,1.0000
spect_000591.spc,1.617,14.173,66.830,0.0985,0.3163,0.5841,1.0000
spect_000592.spc,1.702,8.209,80.887,0.1181,0.1636,0.7157,1.0000
spect_000593.spc,4.718,3.691,36.167,0.6354,0.0546,0.3075,1.0000
spect_000594.spc,1.595,29.319,26.888,0.0822,0.7048,0.2112,1.0000
spect_000595.spc,2.186,7.088,74.820,0.2014,0.1359,0.6605,1.0000
spect_000596.spc,1.979,12.140,65.157,0.1622,0.2651,0.5697,1.0000
spect_000597.spc,2.918,6.459,62.771,0.3265,0.1214,0.5503,1.0000
spect_000598.spc,4.338,4.668,40.292,0.5704,0.0789,0.3450,1.0000
spect_000599.spc,1.403,23.083,46.873,0.0549,0.5445,0.3972,1.0000
spect_000600.spc,2.236,10.085,65.920,0.2074,0.2129,0.5776,1.0000
spect_000601.spc,1.305,10.468,82.199,0.0489,0.2207,0.7268,1.0000
spect_000602.spc,1.846,17.113,54.578,0.1352,0.3923,0.4705,1.0000
spect_000603.spc,2.426,26.120,19.492,0.2267,0.6247,0.1448,1.0000
spect_000604.spc,2.342,13.314,55.434,0.2226,0.2959,0.4800,1.0000
spect_000605.spc,2.440,13.573,53.012,0.2391,0.3028,0.4576,1.0000
spect_000606.spc,1.696,10.245,75.533,0.1155,0.2158,0.6657,1.0000
spect_000607.spc,3.212,14.672,35.249,0.3700,0.3328,0.2943,1.0000
spect_000608.spc,1.225,14.395,73.365,0.0318,0.3212,0.6440,1.0000
spect_000609.spc,1.285,7.768,89.972,0.0474,0.1513,0.7992,1.0000
spect_000610.spc,3.036,14.648,38.684,0.3399,0.3318,0.3258,1.0000
spect_000611.spc,3.001,2.732,71.028,0.3439,0.0261,0.6276,1.0000
spect_000612.spc,2.102,20.167,41.742,0.1761,0.4712,0.3514,1.0000
spect_000613.spc,3.917,11.460,30.520,0.4927,0.2520,0.2523,1.0000
spect_000614.spc,2.664,16.844,39.902,0.2748,0.3872,0.3360,1.0000
spect_000615.spc,1.251,17.903,63.875,0.0329,0.4111,0.5554,1.0000
spect_000616.spc,1.407,14.163,70.710,0.0629,0.3156,0.6197,1.0000
spect_000617.spc,2.167,8.696,70.779,0.1971,0.1772,0.6228,1.0000
spect_000618.spc,4.268,15.622,12.773,0.5491,0.3596,0.0877,1.0000
spect_000619.spc,3.019,15.095,37.749,0.3367,0.3432,0.3170,1.0000
spect_000620.spc,2.379,19.187,38.864,0.2244,0.4468,0.3255,1.0000
spect_000621.spc,3.372,7.987,49.893,0.4029,0.1618,0.4315,1.0000
spect_000622.spc,2.236,10.336,65.350,0.2071,0.2193,0.5722,1.0000
spect_000623.spc,4.456,2.700,43.651,0.5917,0.0286,0.3766,1.0000
spect_000624.spc,2.265,14.692,53.147,0.2085,0.3311,0.4584,1.0000
spect_000625.spc,1.701,3.849,92.493,0.1216,0.0518,0.8240,1.0000
spect_000626.spc,2.480,7.480,68.476,0.2509,0.1466,0.6021,1.0000
spect_000627.spc,2.493,10.777,59.347,0.2504,0.2312,0.5170,1.0000
spect_000628.spc,3.645,3.347,57.088,0.4533,0.0434,0.4995,1.0000
spect_000629.spc,1.779,25.776,32.654,0.1168,0.6144,0.2656,1.0000
spect_000630.spc,1.288,9.966,84.259,0.0459,0.2076,0.7458,1.0000
spect_000631.spc,2.530,19.111,36.578,0.2498,0.4450,0.3045,1.0000
spect_000632.spc,2.235,12.350,60.062,0.2051,0.2710,0.5228,1.0000
spect_000633.spc,1.708,14.978,62.963,0.1133,0.3372,0.5483,1.0000
spect_000634.spc,2.873,13.447,45.026,0.3131,0.3006,0.3845,1.0000
spect_000635.spc,1.598,18.631,55.217,0.0917,0.4306,0.4757,1.0000
spect_000636.spc,3.638,12.689,32.569,0.4440,0.2829,0.2705,1.0000
spect_000637.spc,3.099,14.674,37.414,0.3506,0.3326,0.3141,1.0000
spect_000638.spc,1.563,30.780,23.158,0.0762,0.7424,0.1764,1.0000
spect_000639.spc,3.055,14.165,39.731,0.3434,0.3194,0.3356,1.0000
spect_000640.spc,4.367,7.279,33.348,0.5726,0.1458,0.2800,1.0000
spect_000641.spc,2.674,13.948,47.486,0.2786,0.3130,0.4068,1.0000
spect_000642.spc,2.885,17.827,33.187,0.3115,0.4129,0.2740,1.0000
spect_000643.spc,1.546,18.703,56.000,0.0827,0.4324,0.4828,1.0000
spect_000644.spc,3.115,13.504,40.528,0.3540,0.3025,0.3431,1.0000
spect_000645.spc,1.808,14.784,61.743,0.1303,0.3324,0.5372,1.0000
spect_000646.spc,3.119,4.158,65.089,0.3627,0.0629,0.5725,1.0000
spect_000647.spc,1.584,17.856,57.312,0.0902,0.4108,0.4953,1.0000
spect_000648.spc,3.189,22.583,14.685,0.3594,0.5357,0.1022,1.0000
spect_000649.spc,2.260,17.482,45.868,0.2053,0.4027,0.3904,1.0000
spect_000650.spc,3.066,3.210,68.639,0.3544,0.0384,0.6055,1.0000
spect_000651.spc,2.280,17.979,43.984,0.2086,0.4155,0.3729,1.0000
spect_000652.spc,1.203,21.720,54.380,0.0219,0.5090,0.4667,1.0000
spect_000653.spc,2.970,18.220,30.241,0.3260,0.4233,0.2468,1.0000
spect_000654.spc,2.527,8.779,63.927,0.2581,0.1801,0.5599,1.0000
spect_000655.spc,3.394,9.812,44.609,0.4051,0.2086,0.3823,1.0000
spect_000656.spc,1.458,18.736,57.392,0.0680,0.4331,0.4956,1.0000
spect_000657.spc,2.319,19.423,39.472,0.2139,0.4526,0.3309,1.0000
spect_000658.spc,3.288,14.394,34.565,0.3832,0.3259,0.2881,1.0000
spect_000659.spc,2.904,7.405,60.428,0.3235,0.1457,0.5284,1.0000
spect_000660.spc,1.925,13.949,61.771,0.1510,0.3112,0.5378,1.0000
spect_000661.spc,1.552,21.224,49.209,0.0816,0.4970,0.4194,1.0000
spect_000662.spc,1.589,17.428,58.805,0.0908,0.3997,0.5091,1.0000
spect_000663.spc,2.858,16.559,37.201,0.3077,0.3803,0.3113,1.0000
spect_000664.spc,3.156,12.642,41.630,0.3622,0.2806,0.3537,1.0000
spect_000665.spc,1.204,18.356,63.421,0.0247,0.4227,0.5510,1.0000
spect_000666.spc,2.953,19.977,25.723,0.3218,0.4684,0.2046,1.0000
spect_000667.spc,1.779,15.445,60.294,0.1252,0.3493,0.5236,1.0000
spect_000668.spc,2.539,11.337,56.968,0.2578,0.2457,0.4949,1.0000
spect_000669.spc,2.640,23.257,22.904,0.2658,0.5518,0.1773,1.0000
spect_000670.spc,2.402,24.533,24.128,0.2241,0.5840,0.1880,1.0000
spect_000671.spc,2.743,14.547,44.484,0.2901,0.3285,0.3790,1.0000
spect_000672.spc,2.086,11.119,66.121,0.1809,0.2390,0.5790,1.0000
spect_000673.spc,1.622,12.532,70.999,0.1009,0.2743,0.6231,1.0000
spect_000674.spc,2.240,25.343,25.005,0.1958,0.6044,0.1957,1.0000
spect_000675.spc,2.860,3.756,71.124,0.3188,0.0519,0.6281,1.0000
spect_000676.spc,3.013,5.549,63.380,0.3434,0.0983,0.5563,1.0000
spect_000677.spc,3.589,2.698,60.175,0.4439,0.0265,0.5281,1.0000
spect_000678.spc,1.774,18.629,50.715,0.1230,0.4315,0.4346,0.9999
spect_000679.spc,2.526,19.521,35.135,0.2493,0.4557,0.2911,1.0000
spect_000680.spc,3.173,21.665,17.521,0.3574,0.5120,0.1286,1.0000
spect_000681.spc,3.270,9.264,48.658,0.3842,0.1942,0.4196,1.0000
spect_000682.spc,3.214,4.879,60.867,0.3789,0.0818,0.5336,1.0000
spect_000683.spc,1.748,18.908,51.529,0.1171,0.4382,0.4418,1.0000
spect_000684.spc,2.255,14.412,54.137,0.2069,0.3239,0.4676,1.0000
spect_000685.spc,3.978,9.534,34.577,0.5046,0.2027,0.2903,1.0000
spect_000686.spc,2.286,10.016,65.226,0.2159,0.2112,0.5712,1.0000
spect_000687.spc,3.975,9.950,33.590,0.5036,0.2134,0.2811,1.0000
spect_000688.spc,1.369,13.860,72.288,0.0565,0.3077,0.6343,1.0000
spect_000689.spc,2.900,16.621,35.979,0.3152,0.3821,0.3001,1.0000
spect_000690.spc,1.838,16.091,57.457,0.1347,0.3661,0.4973,1.0000
spect_000691.spc,1.315,21.773,52.134,0.0409,0.5106,0.4460,1.0000
spect_000692.spc,1.764,14.452,63.227,0.1234,0.3238,0.5510,1.0000
spect_000693.spc,2.744,6.042,67.253,0.2970,0.1103,0.5915,1.0000
spect_000694.spc,3.273,15.110,32.879,0.3801,0.3442,0.2724,1.0000
spect_000695.spc,2.345,15.227,50.253,0.2216,0.3450,0.4316,1.0000
spect_000696.spc,1.582,26.673,33.890,0.0825,0.6370,0.2766,1.0000
spect_000697.spc,4.071,16.854,13.203,0.5145,0.3908,0.0911,1.0000
spect_000698.spc,1.608,10.542,76.460,0.1002,0.2232,0.6741,1.0000
spect_000699.spc,4.433,12.991,16.824,0.5792,0.2924,0.1260,1.0000
spect_000700.spc,1.601,10.810,75.972,0.0986,0.2300,0.6695,1.0000
spect_000701.spc,1.487,18.741,57.114,0.0725,0.4332,0.4930,1.0000
spect_000702.spc,1.068,7.710,94.322,0.0104,0.1493,0.8391,1.0000
spect_000703.spc,1.716,8.950,78.730,0.1198,0.1826,0.6956,1.0000
spect_000704.spc,2.524,7.457,67.560,0.2586,0.1461,0.5938,1.0000
spect_000705.spc,2.094,17.268,49.446,0.1774,0.3968,0.4234,1.0000
spect_000706.spc,1.667,12.068,70.957,0.1093,0.2626,0.6230,0.9999
spect_000707.spc,2.725,19.033,32.956,0.2833,0.4435,0.2713,1.0000
spect_000708.spc,1.554,14.492,67.099,0.0875,0.3244,0.5865,1.0000
spect_000709.spc,1.750,12.167,68.763,0.1239,0.2655,0.6029,1.0000
spect_000710.spc,1.451,19.210,56.617,0.0660,0.4451,0.4882,1.0000
spect_000711.spc,1.703,9.238,78.051,0.1176,0.1900,0.6892,1.0000
spect_000712.spc,1.226,20.395,57.368,0.0271,0.4751,0.4947,1.0000
spect_000713.spc,1.766,20.331,47.568,0.1188,0.4746,0.4048,1.0000
spect_000714.spc,1.896,8.641,76.383,0.1505,0.1750,0.6741,1.0000
spect_000715.spc,2.122,10.752,66.410,0.1873,0.2297,0.5818,1.0000
spect_000716.spc,2.780,8.997,58.636,0.3009,0.1862,0.5112,1.0000
spect_000717.spc,2.248,11.285,62.515,0.2085,0.2437,0.5458,1.0000
spect_000718.spc,2.197,14.633,54.626,0.1970,0.3295,0.4720,1.0000
spect_000719.spc,2.686,26.049,14.925,0.2710,0.6234,0.1029,1.0000
spect_000720.spc,2.367,3.222,81.775,0.2353,0.0371,0.7260,1.0000
spect_000721.spc,3.166,19.451,23.414,0.3581,0.4553,0.1836,1.0000
spect_000722.spc,2.891,5.086,66.881,0.3232,0.0862,0.5886,1.0000
spect_000723.spc,2.736,20.534,28.867,0.2837,0.4820,0.2331,1.0000
spect_000724.spc,1.823,14.036,63.269,0.1337,0.3133,0.5515,0.9999
spect_000725.spc,3.886,13.082,26.791,0.4861,0.2936,0.2174,1.0000
spect_000726.spc,2.328,15.599,49.605,0.2185,0.3545,0.4255,1.0000
spect_000727.spc,4.215,11.566,24.022,0.5441,0.2557,0.1928,1.0000
spect_000728.spc,3.010,16.457,34.644,0.3336,0.3780,0.2879,1.0000
spect_000729.spc,1.989,13.416,61.649,0.1627,0.2978,0.5370,1.0000
spect_000730.spc,3.431,23.531,7.900,0.3995,0.5604,0.0395,1.0000
spect_000731.spc,2.651,16.743,40.697,0.2722,0.3845,0.3433,1.0000
spect_000732.spc,1.783,19.638,48.026,0.1236,0.4573,0.4095,1.0000
spect_000733.spc,3.891,11.573,30.888,0.4880,0.2548,0.2556,1.0000
spect_000734.spc,1.173,23.503,50.328,0.0152,0.5546,0.4287,1.0000
spect_000735.spc,1.379,17.063,63.569,0.0556,0.3899,0.5530,1.0000
spect_000736.spc,2.928,23.404,17.613,0.3141,0.5560,0.1287,1.0000
spect_000737.spc,2.714,21.143,27.681,0.2794,0.4976,0.2220,1.0000
spect_000738.spc,1.427,12.300,75.403,0.0676,0.2678,0.6636,1.0000
spect_000739.spc,3.930,11.077,31.076,0.4955,0.2423,0.2576,1.0000
spect_000740.spc,1.202,15.263,71.795,0.0269,0.3433,0.6292,1.0000
spect_000741.spc,2.342,15.033,50.618,0.2216,0.3401,0.4351,1.0000
spect_000742.spc,3.085,23.286,14.875,0.3410,0.5534,0.1036,1.0000
spect_000743.spc,2.630,11.177,55.613,0.2736,0.2418,0.4826,1.0000
spect_000744.spc,1.860,7.397,80.105,0.1457,0.1431,0.7089,1.0000
spect_000745.spc,2.430,15.286,48.517,0.2360,0.3467,0.4157,1.0000
spect_000746.spc,4.125,3.560,47.382,0.5349,0.0500,0.4105,1.0000
spect_000747.spc,3.748,5.102,50.810,0.4690,0.0885,0.4411,1.0000
spect_000748.spc,2.889,6.013,64.453,0.3220,0.1100,0.5659,1.0000
spect_000749.spc,2.306,13.600,55.516,0.2161,0.3031,0.4806,1.0000
spect_000750.spc,2.050,11.378,66.075,0.1746,0.2456,0.5784,1.0000
spect_000751.spc,2.938,11.453,48.629,0.3264,0.2497,0.4185,1.0000
spect_000752.spc,3.876,12.685,28.000,0.4848,0.2834,0.2287,1.0000
spect_000753.spc,4.199,8.837,32.138,0.5429,0.1854,0.2683,1.0000
spect_000754.spc,1.250,8.205,89.447,0.0410,0.1624,0.7942,1.0000
spect_000755.spc,2.108,13.872,58.361,0.1824,0.3097,0.5066,1.0000
spect_000756.spc,3.200,6.956,56.270,0.3740,0.1348,0.4904,1.0000
spect_000757.spc,1.768,20.492,47.211,0.1189,0.4787,0.4014,1.0000
spect_000758.spc,2.007,7.457,77.204,0.1707,0.1450,0.6822,1.0000
spect_000759.spc,3.002,13.394,42.775,0.3350,0.2995,0.3638,0.9999
spect_000760.spc,3.055,19.525,25.322,0.3392,0.4569,0.2011,1.0000
spect_000761.spc,2.312,9.806,65.350,0.2204,0.2059,0.5725,1.0000
spect_000762.spc,1.776,13.484,65.601,0.1261,0.2990,0.5732,1.0000
spect_000763.spc,1.536,21.863,47.855,0.0783,0.5134,0.4067,1.0000
spect_000764.spc,1.294,16.078,67.755,0.0420,0.3645,0.5918,1.0000
spect_000765.spc,3.963,8.396,37.738,0.5032,0.1736,0.3199,1.0000
spect_000766.spc,1.707,17.054,57.442,0.1115,0.3904,0.4968,1.0000
spect_000767.spc,1.366,14.830,69.737,0.0553,0.3326,0.6105,1.0000
spect_000768.spc,1.188,17.804,65.280,0.0223,0.4085,0.5683,1.0000
spect_000769.spc,5.211,7.908,14.827,0.7169,0.1642,0.1100,1.0000
spect_000770.spc,1.496,24.955,40.228,0.0692,0.5927,0.3354,1.0000
spect_000771.spc,1.240,19.917,58.542,0.0296,0.4628,0.5056,1.0000
spect_000772.spc,1.996,16.216,54.060,0.1616,0.3696,0.4661,1.0000
spect_000773.spc,2.620,17.933,37.804,0.2663,0.4151,0.3163,1.0000
spect_000774.spc,1.498,5.648,91.534,0.0856,0.0974,0.8145,1.0000
spect_000775.spc,1.737,17.307,56.108,0.1165,0.3970,0.4844,1.0000
spect_000776.spc,1.843,15.862,57.970,0.1356,0.3602,0.5021,1.0000
spect_000777.spc,1.705,26.368,32.631,0.1035,0.6293,0.2651,1.0000
spect_000778.spc,1.192,9.391,87.457,0.0302,0.1927,0.7754,1.0000
spect_000779.spc,1.154,15.396,72.242,0.0186,0.3466,0.6332,1.0000
spect_000780.spc,3.577,10.848,38.721,0.4350,0.2355,0.3278,1.0000
spect_000781.spc,2.063,10.823,67.311,0.1772,0.2314,0.5900,1.0000
spect_000782.spc,3.346,9.647,45.960,0.3971,0.2043,0.3947,1.0000
spect_000783.spc,1.252,30.305,30.477,0.0234,0.7294,0.2437,1.0000
spect_000784.spc,4.045,18.198,9.972,0.5091,0.4252,0.0609,1.0000
spect_000785.spc,2.372,12.840,56.204,0.2280,0.2838,0.4872,1.0000
spect_000786.spc,3.315,9.525,47.148,0.3915,0.2010,0.4056,1.0000
spect_000787.spc,2.998,14.805,39.222,0.3331,0.3356,0.3306,1.0000
spect_000788.spc,1.940,15.526,57.249,0.1522,0.3517,0.4956,1.0000
spect_000789.spc,2.705,7.365,64.493,0.2893,0.1441,0.5657,1.0000
spect_000790.spc,2.916,3.825,69.677,0.3285,0.0539,0.6148,1.0000
spect_000791.spc,3.491,16.353,25.386,0.4162,0.3766,0.2031,1.0000
spect_000792.spc,2.137,8.769,71.197,0.1918,0.1790,0.6266,1.0000
spect_000793.spc,2.736,15.687,41.753,0.2877,0.3577,0.3534,1.0000
spect_000794.spc,1.357,15.415,68.465,0.0531,0.3476,0.5986,1.0000
spect_000795.spc,1.804,9.372,75.889,0.1345,0.1937,0.6693,1.0000
spect_000796.spc,3.610,21.204,10.484,0.4322,0.5012,0.0643,1.0000
spect_000797.spc,1.329,21.613,52.490,0.0433,0.5065,0.4493,1.0000
spect_000798.spc,1.484,5.727,91.592,0.0831,0.0994,0.8150,1.0000
spect_000799.spc,2.746,15.052,42.978,0.2903,0.3415,0.3650,1.0000
spect_000800.spc,3.108,5.695,61.039,0.3597,0.1023,0.5347,1.0000
spect_000801.spc,3.002,11.892,46.760,0.3363,0.2610,0.4010,1.0000
spect_000802.spc,3.433,15.733,28.384,0.4066,0.3605,0.2308,1.0000
spect_000803.spc,2.372,16.843,45.012,0.2255,0.3867,0.3829,0.9999
spect_000804.spc,1.370,14.169,71.581,0.0563,0.3156,0.6277,1.0000
spect_000805.spc,2.529,13.698,50.955,0.2541,0.3062,0.4387,1.0000
spect_000806.spc,2.749,16.619,39.027,0.2892,0.3816,0.3280,1.0000
spect_000807.spc,2.271,14.746,52.979,0.2094,0.3325,0.4568,1.0000
spect_000808.spc,2.975,13.753,42.470,0.3300,0.3086,0.3609,1.0000
spect_000809.spc,2.277,5.509,77.509,0.2179,0.0955,0.6858,1.0000
spect_000810.spc,1.133,11.427,83.155,0.0185,0.2448,0.7351,1.0000
spect_000811.spc,2.272,6.493,74.974,0.2164,0.1208,0.6622,1.0000
spect_000812.spc,3.314,21.668,14.615,0.3816,0.5125,0.1020,1.0000
spect_000813.spc,3.890,2.745,54.305,0.4953,0.0284,0.4743,1.0000
spect_000814.spc,3.363,17.429,25.127,0.3934,0.4039,0.2002,1.0000
spect_000815.spc,1.761,7.865,80.697,0.1285,0.1549,0.7141,1.0000
spect_000816.spc,2.370,10.334,62.728,0.2301,0.2196,0.5482,1.0000
spect_000817.spc,2.244,29.184,14.872,0.1930,0.7028,0.1010,1.0000
spect_000818.spc,1.374,14.392,70.696,0.0571,0.3214,0.6195,1.0000
spect_000819.spc,2.628,12.905,50.692,0.2723,0.2862,0.4367,1.0000
spect_000820.spc,1.202,15.037,72.218,0.0272,0.3376,0.6332,1.0000
spect_000821.spc,2.598,6.335,69.255,0.2720,0.1175,0.6098,1.0000
spect_000822.spc,4.176,14.611,17.240,0.5342,0.3335,0.1291,1.0000
spect_000823.spc,2.002,17.361,51.308,0.1611,0.3989,0.4403,1.0000
spect_000824.spc,2.634,25.834,16.790,0.2619,0.6177,0.1200,1.0000
spect_000825.spc,1.247,14.951,71.764,0.0347,0.3354,0.6290,1.0000
spect_000826.spc,2.010,9.184,72.697,0.1696,0.1892,0.6401,1.0000
spect_000827.spc,2.766,12.446,49.823,0.2955,0.2746,0.4289,1.0000
spect_000828.spc,2.680,15.896,42.329,0.2780,0.3629,0.3586,1.0000
spect_000829.spc,1.728,3.569,92.839,0.1262,0.0446,0.8273,1.0000
spect_000830.spc,2.326,10.589,62.760,0.2225,0.2261,0.5484,1.0000
spect_000831.spc,4.726,13.906,8.705,0.6286,0.3167,0.0512,1.0000
spect_000832.spc,2.545,3.361,78.281,0.2653,0.0410,0.6938,1.0000
spect_000833.spc,3.258,14.312,35.362,0.3780,0.3237,0.2955,1.0000
spect_000834.spc,3.225,19.004,23.171,0.3690,0.4441,0.1817,1.0000
spect_000835.spc,3.013,17.919,30.607,0.3330,0.4156,0.2502,1.0000
spect_000836.spc,3.508,10.930,39.672,0.4233,0.2375,0.3365,1.0000
spect_000837.spc,1.940,24.207,33.935,0.1453,0.5745,0.2780,1.0000
spect_000838.spc,2.440,24.846,22.854,0.2299,0.5920,0.1761,1.0000
spect_000839.spc,2.307,5.776,75.831,0.2234,0.1026,0.6704,1.0000
spect_000840.spc,1.833,4.818,87.276,0.1435,0.0770,0.7758,1.0000
spect_000841.spc,1.950,5.907,82.562,0.1620,0.1050,0.7320,1.0000
spect_000842.spc,2.185,13.789,57.161,0.1955,0.3077,0.4956,1.0000
spect_000843.spc,3.102,7.360,56.698,0.3574,0.1450,0.4942,1.0000
spect_000844.spc,3.528,9.830,42.402,0.4275,0.2092,0.3620,1.0000
spect_000845.spc,1.467,14.765,67.999,0.0726,0.3312,0.5946,1.0000
spect_000846.spc,4.241,9.835,28.489,0.5495,0.2112,0.2344,1.0000
spect_000847.spc,1.404,13.735,71.965,0.0625,0.3046,0.6314,1.0000
spect_000848.spc,1.875,26.098,29.865,0.1331,0.6229,0.2399,1.0000
spect_000849.spc,2.948,12.137,47.029,0.3269,0.2672,0.4034,1.0000
spect_000850.spc,1.645,15.687,62.093,0.1022,0.3553,0.5400,1.0000
